302.000,135.000,67.000,81.000
296.000,140.000,57.000,74.000
294.000,146.000,56.000,75.000
291.000,145.000,58.000,78.000
295.000,150.000,57.000,74.000
298.000,149.000,55.000,73.000
304.000,149.000,54.000,74.000
303.000,149.000,61.000,78.000
303.000,149.000,58.000,75.000
301.000,155.000,63.000,78.000
300.000,156.000,66.000,84.000
301.000,144.000,65.000,83.000
308.000,142.000,69.000,85.000
317.000,144.000,69.000,86.000
321.000,139.000,67.000,81.000
325.000,136.000,67.000,84.000
330.000,131.000,62.000,82.000
329.000,133.000,62.000,84.000
325.000,125.000,69.000,88.000
324.000,124.000,75.000,95.000
332.000,122.000,77.000,100.000
345.000,119.000,60.000,81.000
346.000,115.000,67.000,86.000
350.000,120.000,69.000,89.000
352.000,116.000,71.000,91.000
363.000,128.000,94.000,111.000
370.000,131.000,87.000,101.000
372.000,128.000,84.000,103.000
376.000,128.000,85.000,105.000
380.000,128.000,86.000,106.000
339.000,99.000,77.000,98.000
335.000,96.000,70.000,89.000
334.000,90.000,65.000,83.000
334.000,98.000,74.000,92.000
334.000,92.000,75.000,95.000
334.000,90.000,76.000,95.000
334.000,88.000,76.000,96.000
334.000,86.000,77.000,97.000
334.000,83.000,78.000,98.000
333.000,81.000,78.000,99.000
333.000,79.000,79.000,99.000
333.000,77.000,79.000,100.000
345.000,90.000,76.000,86.000
345.000,90.000,77.000,89.000
345.000,88.000,78.000,92.000
346.000,87.000,79.000,92.000
346.000,86.000,79.000,93.000
347.000,85.000,80.000,94.000
347.000,84.000,80.000,94.000
348.000,82.000,81.000,95.000
348.000,81.000,82.000,96.000
349.000,80.000,82.000,96.000
350.000,79.000,83.000,97.000
350.000,78.000,83.000,98.000
356.000,110.000,63.000,69.000
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
325.000,133.000,61.000,61.000
317.000,124.000,61.000,65.000
315.000,125.000,61.000,65.000
314.000,132.000,60.000,61.000
310.000,134.000,61.000,66.000
307.000,136.000,61.000,64.000
305.000,139.000,61.000,64.000
302.000,141.000,61.000,64.000
299.000,144.000,61.000,64.000
297.000,147.000,61.000,64.000
294.000,149.000,61.000,64.000
291.000,152.000,61.000,64.000
284.000,142.000,56.000,67.000
279.000,136.000,57.000,67.000
275.000,134.000,57.000,65.000
275.000,137.000,53.000,63.000
273.000,141.000,54.000,66.000
101.000,241.000,25.000,31.000
93.000,241.000,25.000,30.000
86.000,244.000,26.000,32.000
78.000,246.000,22.000,27.000
33.000,287.000,37.000,45.000
