253.000,66.000,23.000,28.000
251.000,73.000,19.000,21.000
248.000,72.000,20.000,22.000
245.000,73.000,19.000,22.000
243.000,74.000,18.000,21.000
238.000,74.000,19.000,22.000
237.000,74.000,19.000,22.000
236.000,74.000,19.000,22.000
235.000,74.000,19.000,22.000
233.000,72.000,20.000,23.000
232.000,72.000,19.000,23.000
232.000,73.000,19.000,22.000
233.000,72.000,18.000,23.000
232.000,70.000,18.000,22.000
231.000,70.000,18.000,22.000
230.000,70.000,19.000,23.000
230.000,69.000,20.000,25.000
230.000,69.000,19.000,24.000
230.000,68.000,20.000,25.000
230.000,68.000,20.000,25.000
229.000,69.000,20.000,24.000
228.000,68.000,20.000,24.000
228.000,67.000,21.000,26.000
228.000,67.000,20.000,25.000
227.000,66.000,20.000,25.000
226.000,66.000,20.000,23.000
225.000,63.000,20.000,24.000
223.000,63.000,21.000,26.000
221.000,60.000,22.000,27.000
219.000,59.000,22.000,27.000
216.000,59.000,23.000,28.000
215.000,60.000,21.000,27.000
212.000,60.000,22.000,26.000
209.000,60.000,23.000,28.000
208.000,60.000,24.000,28.000
208.000,61.000,21.000,28.000
207.000,62.000,22.000,27.000
204.000,62.000,23.000,29.000
203.000,63.000,24.000,28.000
203.000,64.000,22.000,27.000
200.000,63.000,24.000,29.000
197.000,61.000,25.000,30.000
195.000,61.000,24.000,29.000
193.000,60.000,24.000,29.000
192.000,59.000,24.000,29.000
191.000,57.000,25.000,30.000
191.000,56.000,24.000,30.000
190.000,53.000,25.000,32.000
189.000,55.000,24.000,29.000
188.000,53.000,25.000,30.000
188.000,51.000,26.000,31.000
188.000,51.000,26.000,31.000
188.000,51.000,26.000,32.000
188.000,53.000,26.000,30.000
188.000,54.000,26.000,32.000
189.000,55.000,26.000,32.000
189.000,54.000,28.000,35.000
189.000,56.000,28.000,33.000
189.000,56.000,28.000,34.000
189.000,57.000,29.000,35.000
189.000,58.000,30.000,35.000
189.000,58.000,30.000,35.000
189.000,58.000,31.000,36.000
189.000,57.000,32.000,36.000
189.000,56.000,32.000,36.000
189.000,55.000,31.000,37.000
187.000,53.000,32.000,37.000
185.000,52.000,34.000,38.000
185.000,52.000,33.000,37.000
184.000,50.000,34.000,39.000
182.000,50.000,34.000,39.000
179.000,51.000,34.000,40.000
176.000,50.000,36.000,42.000
175.000,50.000,35.000,41.000
173.000,50.000,35.000,41.000
171.000,50.000,35.000,42.000
169.000,50.000,35.000,41.000
167.000,50.000,36.000,41.000
166.000,49.000,35.000,41.000
164.000,49.000,35.000,41.000
163.000,47.000,35.000,42.000
160.000,45.000,35.000,40.000
158.000,44.000,36.000,41.000
156.000,43.000,36.000,42.000
154.000,44.000,35.000,41.000
152.000,43.000,35.000,41.000
149.000,44.000,37.000,42.000
144.000,43.000,39.000,43.000
140.000,45.000,37.000,43.000
134.000,46.000,37.000,43.000
131.000,50.000,36.000,44.000
126.000,51.000,38.000,45.000
121.000,53.000,38.000,46.000
116.000,54.000,37.000,46.000
111.000,57.000,37.000,47.000
105.000,59.000,36.000,45.000
98.000,59.000,39.000,47.000
93.000,59.000,38.000,48.000
88.000,60.000,36.000,47.000
84.000,59.000,36.000,49.000
79.000,60.000,35.000,49.000
78.000,60.000,34.000,48.000
77.000,61.000,34.000,46.000
75.000,59.000,35.000,47.000
74.000,61.000,32.000,46.000
72.000,63.000,34.000,45.000
69.000,64.000,34.000,47.000
69.000,64.000,31.000,47.000
69.000,65.000,32.000,49.000
70.000,68.000,31.000,50.000
72.000,73.000,27.000,46.000
72.000,73.000,29.000,48.000
75.000,75.000,27.000,45.000
74.000,80.000,26.000,42.000
76.000,82.000,23.000,39.000
78.000,82.000,23.000,40.000
82.000,81.000,25.000,42.000
82.000,82.000,24.000,39.000
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
115.000,76.000,22.000,35.000
115.000,75.000,24.000,35.000
114.000,71.000,23.000,35.000
114.000,69.000,25.000,37.000
113.000,66.000,26.000,39.000
111.000,66.000,27.000,38.000
108.000,66.000,28.000,39.000
107.000,67.000,28.000,39.000
106.000,68.000,29.000,39.000
106.000,71.000,27.000,37.000
105.000,70.000,27.000,36.000
101.000,70.000,29.000,36.000
96.000,71.000,28.000,36.000
91.000,71.000,29.000,36.000
86.000,71.000,29.000,36.000
79.000,70.000,32.000,37.000
75.000,71.000,32.000,38.000
71.000,73.000,34.000,37.000
70.000,72.000,33.000,37.000
70.000,73.000,32.000,37.000
71.000,72.000,32.000,38.000
74.000,72.000,31.000,37.000
77.000,72.000,32.000,37.000
81.000,72.000,31.000,37.000
85.000,73.000,29.000,35.000
89.000,73.000,30.000,36.000
94.000,73.000,29.000,35.000
98.000,72.000,30.000,36.000
103.000,73.000,29.000,35.000
107.000,72.000,30.000,36.000
112.000,72.000,31.000,37.000
116.000,70.000,31.000,37.000
121.000,67.000,31.000,36.000
124.000,66.000,32.000,37.000
128.000,65.000,32.000,37.000
131.000,60.000,33.000,41.000
134.000,60.000,33.000,40.000
138.000,59.000,31.000,40.000
140.000,58.000,32.000,39.000
142.000,57.000,33.000,40.000
143.000,57.000,34.000,40.000
147.000,57.000,33.000,40.000
149.000,58.000,33.000,39.000
150.000,59.000,35.000,41.000
155.000,60.000,33.000,41.000
157.000,60.000,33.000,42.000
158.000,61.000,34.000,42.000
161.000,62.000,34.000,42.000
162.000,62.000,35.000,42.000
163.000,62.000,35.000,43.000
166.000,62.000,35.000,42.000
167.000,60.000,37.000,43.000
171.000,58.000,36.000,45.000
173.000,58.000,38.000,45.000
